STEVAL-MKI196V1 (LSM6DSO)

A_X [mg] 	 A_Y [mg] 	 A_Z [mg] 	A_X [deg] 	 A_Y [deg] 	 A_Z [deg] 	G_X [dps] 	 G_Y [dps] 	 G_Z [dps] 	TEMP [C] 	
-7 	 13 	 1016 	0 	 0 	 90 	-0.14 	 0.49 	 -0.30625 	23.6 	
-7 	 12 	 1016 	0 	 0 	 90 	-0.20125 	 0.49875 	 -0.32375 	23.7 	
-7 	 12 	 1016 	0 	 0 	 90 	-0.21 	 0.55125 	 -0.2975 	23.7 	
-7 	 11 	 1018 	0 	 0 	 90 	-0.25375 	 0.56 	 -0.2975 	23.7 	
-7 	 11 	 1018 	0 	 0 	 90 	-0.21875 	 0.56 	 -0.30625 	23.7 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.2275 	 0.56 	 -0.28 	23.7 	
-7 	 12 	 1018 	0 	 0 	 90 	-0.27125 	 0.58625 	 -0.30625 	23.7 	
-7 	 11 	 1017 	0 	 0 	 90 	-0.21875 	 0.51625 	 -0.2975 	23.6 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.21 	 0.49 	 -0.315 	23.6 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.2275 	 0.51625 	 -0.30625 	23.6 	
-7 	 11 	 1017 	0 	 0 	 90 	-0.2275 	 0.525 	 -0.2975 	23.6 	
-6 	 12 	 1018 	0 	 0 	 90 	-0.1925 	 0.525 	 -0.2975 	23.6 	
-7 	 13 	 1017 	0 	 0 	 90 	-0.1925 	 0.5425 	 -0.315 	23.6 	
-7 	 12 	 1018 	0 	 0 	 90 	-0.2275 	 0.51625 	 -0.2975 	23.7 	
-7 	 12 	 1016 	0 	 0 	 90 	-0.1225 	 0.4725 	 -0.34125 	23.7 	
-7 	 12 	 1016 	0 	 0 	 90 	-0.13125 	 0.5075 	 -0.3325 	23.6 	
-7 	 13 	 1016 	0 	 0 	 90 	-0.175 	 0.53375 	 -0.28875 	23.6 	
-7 	 11 	 1019 	0 	 0 	 90 	-0.21875 	 0.525 	 -0.315 	23.7 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.18375 	 0.49875 	 -0.32375 	23.7 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.13125 	 0.4725 	 -0.28875 	23.7 	
-7 	 11 	 1016 	0 	 0 	 90 	-0.13125 	 0.5075 	 -0.2975 	23.7 	
-7 	 13 	 1017 	0 	 0 	 90 	-0.20125 	 0.525 	 -0.3325 	23.6 	
-6 	 12 	 1016 	0 	 0 	 90 	-0.21 	 0.5425 	 -0.30625 	23.6 	
-7 	 11 	 1018 	0 	 0 	 90 	-0.2275 	 0.5425 	 -0.245 	23.6 	
-8 	 12 	 1017 	0 	 0 	 90 	-0.1925 	 0.49875 	 -0.2975 	23.6 	
-7 	 13 	 1017 	0 	 0 	 90 	-0.21875 	 0.525 	 -0.2975 	23.7 	
-7 	 13 	 1016 	0 	 0 	 90 	-0.18375 	 0.51625 	 -0.2975 	23.7 	
-7 	 13 	 1016 	0 	 0 	 90 	-0.25375 	 0.525 	 -0.28 	23.7 	
-7 	 12 	 1016 	0 	 0 	 90 	-0.315 	 0.58625 	 -0.2625 	23.7 	
-8 	 11 	 1018 	0 	 0 	 90 	-0.34125 	 0.5775 	 -0.28875 	23.6 	
-8 	 12 	 1018 	0 	 0 	 90 	-0.28 	 0.5425 	 -0.30625 	23.6 	
-8 	 11 	 1017 	0 	 0 	 90 	-0.1925 	 0.5075 	 -0.30625 	23.6 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.21875 	 0.5425 	 -0.32375 	23.6 	
-6 	 12 	 1017 	0 	 0 	 90 	-0.2625 	 0.5425 	 -0.2975 	23.6 	
-7 	 12 	 1018 	0 	 0 	 90 	-0.16625 	 0.49875 	 -0.30625 	23.6 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.21 	 0.49875 	 -0.30625 	23.7 	
-7 	 11 	 1017 	0 	 0 	 90 	-0.1575 	 0.49875 	 -0.28 	23.7 	
-7 	 12 	 1016 	0 	 0 	 90 	-0.175 	 0.5075 	 -0.27125 	23.6 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.14 	 0.525 	 -0.30625 	23.6 	
-7 	 12 	 1018 	0 	 0 	 90 	-0.14875 	 0.49 	 -0.28 	23.6 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.14 	 0.49 	 -0.30625 	23.6 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.1575 	 0.4725 	 -0.315 	23.7 	
-7 	 12 	 1018 	0 	 0 	 90 	-0.16625 	 0.5075 	 -0.30625 	23.7 	
-7 	 13 	 1017 	0 	 0 	 90 	-0.1575 	 0.44625 	 -0.34125 	23.7 	
-6 	 13 	 1017 	0 	 0 	 90 	-0.1925 	 0.5075 	 -0.315 	23.7 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.18375 	 0.5425 	 -0.28875 	23.6 	
-7 	 13 	 1017 	0 	 0 	 90 	-0.21 	 0.53375 	 -0.30625 	23.6 	
-6 	 12 	 1016 	0 	 0 	 90 	-0.245 	 0.56 	 -0.25375 	23.6 	
-8 	 12 	 1017 	0 	 0 	 90 	-0.28 	 0.56 	 -0.27125 	23.6 	
-6 	 11 	 1018 	0 	 0 	 90 	-0.2625 	 0.5775 	 -0.2625 	23.6 	
-7 	 11 	 1017 	0 	 0 	 90 	-0.20125 	 0.55125 	 -0.2625 	23.6 	
-8 	 11 	 1018 	0 	 0 	 90 	-0.1925 	 0.4725 	 -0.315 	23.7 	
-8 	 12 	 1017 	0 	 0 	 90 	-0.175 	 0.48125 	 -0.2975 	23.7 	
-6 	 12 	 1017 	0 	 0 	 90 	-0.175 	 0.4725 	 -0.32375 	23.6 	
-7 	 13 	 1016 	0 	 0 	 90 	-0.16625 	 0.48125 	 -0.315 	23.6 	
-6 	 13 	 1015 	0 	 0 	 90 	-0.21 	 0.49875 	 -0.28875 	23.7 	
-6 	 12 	 1016 	0 	 0 	 90 	-0.25375 	 0.5775 	 -0.28 	23.7 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.20125 	 0.55125 	 -0.27125 	23.6 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.16625 	 0.525 	 -0.2625 	23.6 	
-8 	 11 	 1016 	0 	 0 	 90 	-0.175 	 0.5425 	 -0.27125 	23.7 	
-7 	 11 	 1016 	0 	 0 	 90 	-0.2275 	 0.51625 	 -0.2975 	23.7 	
-8 	 11 	 1017 	0 	 0 	 90 	-0.2275 	 0.55125 	 -0.2975 	23.6 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.21875 	 0.56 	 -0.27125 	23.6 	
-8 	 12 	 1017 	0 	 0 	 90 	-0.25375 	 0.5425 	 -0.30625 	23.7 	
-7 	 13 	 1017 	0 	 0 	 90 	-0.315 	 0.55125 	 -0.27125 	23.7 	
-6 	 13 	 1017 	0 	 0 	 90 	-0.3675 	 0.53375 	 -0.2625 	23.6 	
-6 	 12 	 1019 	0 	 0 	 90 	-0.3325 	 0.5775 	 -0.25375 	23.6 	
-7 	 12 	 1016 	0 	 0 	 90 	-0.23625 	 0.55125 	 -0.23625 	23.6 	
-8 	 11 	 1016 	0 	 0 	 90 	-0.28 	 0.56 	 -0.23625 	23.6 	
-7 	 10 	 1017 	0 	 0 	 90 	-0.34125 	 0.56875 	 -0.21 	23.6 	
-7 	 10 	 1018 	0 	 0 	 90 	-0.25375 	 0.525 	 -0.25375 	23.6 	
-7 	 11 	 1017 	0 	 0 	 90 	-0.18375 	 0.51625 	 -0.28875 	23.7 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.105 	 0.4725 	 -0.3325 	23.7 	
-6 	 13 	 1016 	0 	 0 	 90 	-0.06125 	 0.41125 	 -0.35 	23.6 	
-6 	 13 	 1016 	0 	 0 	 90 	-0.0525 	 0.4375 	 -0.34125 	23.6 	
-7 	 12 	 1018 	0 	 0 	 90 	-0.04375 	 0.4725 	 -0.3325 	23.7 	
-7 	 12 	 1016 	0 	 0 	 90 	0.035 	 0.46375 	 -0.3325 	23.7 	
-7 	 12 	 1016 	0 	 0 	 90 	-0.02625 	 0.455 	 -0.3325 	23.6 	
-7 	 11 	 1018 	0 	 0 	 90 	-0.175 	 0.525 	 -0.27125 	23.6 	
-7 	 11 	 1017 	0 	 0 	 90 	-0.14 	 0.48125 	 -0.2975 	23.6 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.1225 	 0.4725 	 -0.34125 	23.6 	
-6 	 12 	 1016 	0 	 0 	 90 	-0.105 	 0.4725 	 -0.3325 	23.6 	
-6 	 12 	 1016 	0 	 0 	 90 	-0.1225 	 0.49 	 -0.32375 	23.6 	
-7 	 13 	 1016 	0 	 0 	 90 	-0.1575 	 0.49875 	 -0.315 	23.6 	
-6 	 12 	 1016 	0 	 0 	 90 	-0.18375 	 0.53375 	 -0.28 	23.6 	
-7 	 12 	 1016 	0 	 0 	 90 	-0.2275 	 0.55125 	 -0.28875 	23.6 	
-7 	 12 	 1016 	0 	 0 	 90 	-0.245 	 0.56875 	 -0.28 	23.6 	
-8 	 11 	 1018 	0 	 0 	 90 	-0.28 	 0.595 	 -0.315 	23.6 	
-7 	 11 	 1017 	0 	 0 	 90 	-0.25375 	 0.56875 	 -0.25375 	23.6 	
-7 	 12 	 1016 	0 	 0 	 90 	-0.21875 	 0.56 	 -0.28875 	23.6 	
-6 	 12 	 1017 	0 	 0 	 90 	-0.2275 	 0.56875 	 -0.2975 	23.6 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.21875 	 0.53375 	 -0.28875 	23.6 	
-7 	 13 	 1017 	0 	 0 	 90 	-0.21 	 0.51625 	 -0.32375 	23.6 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.175 	 0.525 	 -0.2975 	23.7 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.175 	 0.5075 	 -0.27125 	23.7 	
-9 	 12 	 1016 	0 	 0 	 89 	-0.16625 	 0.5075 	 -0.28875 	23.6 	
-7 	 11 	 1017 	0 	 0 	 90 	-0.1575 	 0.4725 	 -0.28875 	23.6 	
-7 	 10 	 1016 	0 	 0 	 90 	-0.14 	 0.49875 	 -0.30625 	23.6 	
-6 	 12 	 1016 	0 	 0 	 90 	-0.14875 	 0.49875 	 -0.315 	23.6 	
-7 	 11 	 1017 	0 	 0 	 90 	-0.18375 	 0.51625 	 -0.30625 	23.6 	
-8 	 12 	 1018 	0 	 0 	 89 	-0.21 	 0.5425 	 -0.2975 	23.6 	
-7 	 13 	 1017 	0 	 0 	 90 	-0.16625 	 0.51625 	 -0.32375 	23.7 	
-8 	 13 	 1016 	0 	 0 	 90 	-0.20125 	 0.49875 	 -0.2975 	23.7 	
-7 	 13 	 1016 	0 	 0 	 90 	-0.23625 	 0.55125 	 -0.2975 	23.6 	
-7 	 13 	 1016 	0 	 0 	 90 	-0.28 	 0.5425 	 -0.2625 	23.6 	
-8 	 13 	 1017 	0 	 0 	 89 	-0.2975 	 0.595 	 -0.18375 	23.6 	
-8 	 12 	 1015 	0 	 0 	 90 	-0.28875 	 0.56 	 -0.07875 	23.6 	
-8 	 11 	 1017 	0 	 0 	 90 	-0.4375 	 0.6475 	 -0.0175 	23.7 	
-8 	 12 	 1016 	0 	 0 	 90 	-0.39375 	 0.60375 	 -0.06125 	23.7 	
-7 	 11 	 1017 	0 	 0 	 90 	-0.39375 	 0.56875 	 -0.11375 	23.6 	
-6 	 12 	 1018 	0 	 0 	 90 	-0.385 	 0.60375 	 -0.11375 	23.6 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.4025 	 0.56 	 -0.14 	23.6 	
-8 	 11 	 1018 	0 	 0 	 90 	-0.42875 	 0.60375 	 -0.13125 	23.6 	
-8 	 10 	 1017 	0 	 0 	 90 	-0.32375 	 0.55125 	 -0.175 	23.6 	
-7 	 12 	 1018 	0 	 0 	 90 	-0.27125 	 0.51625 	 -0.245 	23.6 	
-6 	 12 	 1017 	0 	 0 	 90 	-0.21875 	 0.525 	 -0.245 	23.6 	
-7 	 12 	 1017 	0 	 0 	 90 	-0.20125 	 0.51625 	 -0.28 	23.6 	
-7 	 11 	 1017 	0 	 0 	 90 	-0.245 	 0.525 	 -0.27125 	23.6 	
-8 	 12 	 1017 	0 	 0 	 90 	-0.2275 	 0.49875 	 -0.315 	23.6 	
-8 	 11 	 1018 	0 	 0 	 90 	-0.25375 	 0.525 	 -0.32375 	23.6 	
-6 	 13 	 1017 	0 	 0 	 90 	-0.175 	 0.49 	 -0.35 	23.6 	
-6 	 12 	 1015 	0 	 0 	 90 	-0.23625 	 0.49 	 -0.32375 	23.6 	
-8 	 14 	 1017 	0 	 0 	 90 	-0.27125 	 0.55125 	 -0.28875 	23.6 	
-8 	 13 	 1015 	0 	 0 	 90 	-0.3325 	 0.58625 	 -0.21 	23.6 	
-7 	 12 	 1015 	0 	 0 	 90 	-0.55125 	 0.6475 	 -0.0525 	23.6 	
-6 	 12 	 1016 	0 	 0 	 90 	-0.69125 	 0.6825 	 -0.0525 	23.7 	
-8 	 10 	 1018 	0 	 0 	 90 	-0.6475 	 0.665 	 -0.0875 	23.7 	
-8 	 9 	 1021 	0 	 0 	 89 	-0.42875 	 0.62125 	 -0.20125 	23.6 	
-9 	 9 	 1020 	0 	 0 	 89 	-0.00875 	 0.4375 	 -0.385 	23.6 	
-10 	 12 	 1018 	0 	 0 	 89 	0.385 	 0.2975 	 -0.32375 	23.7 	
-10 	 13 	 1015 	0 	 0 	 89 	0.35875 	 0.30625 	 -0.0875 	23.7 	
-10 	 14 	 1016 	0 	 0 	 89 	0.21 	 0.35 	 0.18375 	23.6 	
-10 	 14 	 1017 	0 	 0 	 89 	0.14 	 0.35875 	 0.46375 	23.6 	
-15 	 16 	 1017 	0 	 0 	 89 	0.28 	 0.34125 	 0.97125 	23.6 	
-8 	 16 	 1014 	0 	 0 	 90 	0.28875 	 0.34125 	 1.8025 	23.6 	
2 	 13 	 1011 	0 	 0 	 90 	-0.0175 	 0.48125 	 1.995 	23.6 	
-3 	 14 	 1015 	0 	 0 	 90 	-0.7525 	 0.74375 	 1.4175 	23.6 	
-9 	 12 	 1020 	0 	 0 	 89 	-0.70875 	 0.74375 	 1.3825 	23.6 	
-4 	 8 	 1018 	0 	 0 	 90 	-0.5425 	 0.67375 	 1.46125 	23.6 	
-7 	 9 	 1018 	0 	 0 	 90 	-0.455 	 0.60375 	 0.98875 	23.6 	
-9 	 10 	 1021 	0 	 0 	 89 	-0.2975 	 0.55125 	 0.72625 	23.6 	
-7 	 10 	 1018 	0 	 0 	 90 	0.00875 	 0.4375 	 0.77875 	23.6 	
-10 	 13 	 1018 	0 	 0 	 89 	0.245 	 0.3675 	 0.84 	23.6 	
-6 	 13 	 1013 	0 	 0 	 90 	0.14875 	 0.39375 	 1.04125 	23.6 	
-6 	 13 	 1016 	0 	 0 	 90 	-0.14 	 0.49875 	 1.0675 	23.6 	
-6 	 11 	 1017 	0 	 0 	 90 	-0.14 	 0.46375 	 1.05 	23.7 	
-7 	 13 	 1017 	0 	 0 	 90 	-0.11375 	 0.455 	 1.085 	23.7 	
-7 	 12 	 1015 	0 	 0 	 90 	-0.1575 	 0.46375 	 1.14625 	23.7 	
-10 	 13 	 1017 	0 	 0 	 89 	-0.13125 	 0.49875 	 1.21625 	23.7 	
-11 	 13 	 1017 	0 	 0 	 89 	-0.20125 	 0.51625 	 1.47875 	23.7 	
-14 	 18 	 1017 	0 	 1 	 88 	-0.175 	 0.51625 	 1.84625 	23.7 	
-14 	 18 	 1017 	0 	 1 	 88 	-0.28875 	 0.56 	 2.5375 	23.6 	
-20 	 25 	 1019 	-1 	 1 	 88 	-0.25375 	 0.5075 	 3.3775 	23.6 	
-11 	 21 	 1015 	0 	 1 	 88 	-0.09625 	 0.56875 	 4.5325 	23.7 	
-7 	 16 	 1017 	0 	 0 	 90 	-0.11375 	 0.6125 	 5.11 	23.7 	
1 	 9 	 1014 	0 	 0 	 90 	-0.245 	 0.67375 	 5.04 	23.6 	
-4 	 21 	 1014 	0 	 1 	 88 	-0.595 	 0.7875 	 4.55875 	23.6 	
0 	 18 	 1016 	0 	 1 	 88 	-1.07625 	 0.91875 	 4.4625 	23.6 	
-6 	 24 	 1015 	0 	 1 	 88 	-1.155 	 0.95375 	 4.3575 	23.6 	
0 	 26 	 1015 	0 	 1 	 88 	-1.67125 	 1.07625 	 4.22625 	23.6 	
-2 	 21 	 1018 	0 	 1 	 88 	-1.86375 	 1.1375 	 3.9025 	23.6 	
-3 	 4 	 1026 	0 	 0 	 90 	-1.855 	 1.11125 	 3.54375 	23.6 	
-5 	 1 	 1020 	0 	 0 	 90 	-0.6125 	 0.7175 	 2.86125 	23.6 	
-9 	 35 	 1013 	0 	 1 	 88 	-0.28875 	 0.56875 	 2.33625 	23.7 	
-3 	 35 	 1016 	0 	 1 	 88 	-0.1225 	 0.48125 	 2.1525 	23.7 	
5 	 20 	 1013 	0 	 1 	 88 	-0.315 	 0.55125 	 1.25125 	23.6 	
14 	 24 	 1028 	0 	 1 	 88 	-0.28875 	 0.5775 	 -0.02625 	23.6 	
33 	 5 	 1014 	1 	 0 	 88 	0 	 0.49 	 -2.23125 	23.7 	
12 	 13 	 1018 	0 	 0 	 89 	-0.4025 	 0.3675 	 -5.67 	23.7 	
17 	 85 	 1023 	0 	 4 	 85 	-0.35 	 0.28875 	 -7.105 	23.7 	
6 	 74 	 1008 	0 	 4 	 85 	-0.0175 	 0.28875 	 -8.05 	23.7 	
11 	 -41 	 1013 	0 	 -2 	 87 	-0.28875 	 0.2975 	 -9.42375 	23.7 	
-8 	 -44 	 1029 	0 	 -2 	 87 	-0.30625 	 0.245 	 -11.7775 	23.7 	
-12 	 -13 	 1011 	0 	 0 	 89 	0.02625 	 0.35 	 -12.4513 	23.7 	
-2 	 26 	 1026 	0 	 1 	 88 	-0.06125 	 0.14875 	 -12.8625 	23.7 	
12 	 102 	 1004 	0 	 5 	 84 	-0.02625 	 0.175 	 -13.3175 	23.7 	
-40 	 21 	 1011 	-2 	 1 	 87 	-0.30625 	 0.1925 	 -14.14 	23.7 	
-20 	 58 	 1025 	-1 	 3 	 86 	-0.42875 	 0.35 	 -9.5375 	23.7 	
-18 	 -10 	 1016 	-1 	 0 	 88 	-0.7875 	 0.27125 	 -7.95375 	23.7 	
-6 	 74 	 1009 	0 	 4 	 85 	-0.35875 	 0.34125 	 -5.425 	23.7 	
-49 	 -20 	 1026 	-2 	 -1 	 87 	-0.23625 	 0.35 	 -3.92875 	23.7 	
-12 	 36 	 1007 	0 	 2 	 87 	-0.5075 	 0.51625 	 -1.05875 	23.6 	
-26 	 3 	 1029 	-1 	 0 	 88 	-0.14875 	 0.4725 	 0.60375 	23.6 	
4 	 38 	 999 	0 	 2 	 87 	-0.34125 	 0.455 	 1.12875 	23.7 	
4 	 46 	 1030 	0 	 2 	 87 	-0.0175 	 0.63 	 -0.37625 	23.7 	
-1 	 47 	 1012 	0 	 2 	 87 	-0.14875 	 0.56 	 -1.67125 	23.6 	
-5 	 23 	 1025 	0 	 1 	 88 	0.06125 	 0.63 	 -2.3975 	23.6 	
-13 	 19 	 987 	0 	 1 	 88 	-0.48125 	 0.4725 	 -3.19375 	23.6 	
-7 	 28 	 1045 	0 	 1 	 88 	-0.9975 	 0.4725 	 -3.0275 	23.6 	
-1 	 6 	 1021 	0 	 0 	 90 	-0.44625 	 0.46375 	 -3.5875 	23.7 	
-1 	 48 	 1000 	0 	 2 	 87 	-0.665 	 0.41125 	 -4.96125 	23.7 	
3 	 65 	 1010 	0 	 3 	 86 	-0.0875 	 0.4375 	 -5.78375 	23.6 	
-25 	 -7 	 1044 	-1 	 0 	 88 	0.315 	 0.6825 	 -5.88875 	23.6 	
-22 	 -15 	 982 	-1 	 0 	 88 	0.0175 	 0.62125 	 -5.04875 	23.7 	
0 	 -19 	 1041 	0 	 -1 	 88 	-0.77 	 0.525 	 -4.13875 	23.7 	
23 	 63 	 1008 	1 	 3 	 86 	-0.8925 	 0.20125 	 -6.02875 	23.6 	
-2 	 7 	 1024 	0 	 0 	 90 	-1.05875 	 0.13125 	 -9.8 	23.6 	
-10 	 -11 	 1023 	0 	 0 	 89 	0.30625 	 0.60375 	 -10.9988 	23.7 	
-12 	 33 	 1007 	0 	 1 	 88 	0.0175 	 0.34125 	 -10.4125 	23.7 	
-11 	 3 	 1043 	0 	 0 	 89 	-0.4025 	 0.35875 	 -9.07375 	23.6 	
-20 	 57 	 985 	-1 	 3 	 86 	-0.14 	 0.35875 	 -7.49 	23.6 	
-18 	 7 	 1033 	-1 	 0 	 88 	-0.23625 	 0.58625 	 -5.32875 	23.6 	
-18 	 21 	 999 	-1 	 1 	 88 	-0.3325 	 0.4375 	 -4.0775 	23.6 	
-17 	 22 	 1032 	0 	 1 	 88 	-0.28875 	 0.28 	 -3.1325 	23.7 	
-25 	 6 	 992 	-1 	 0 	 88 	-0.4375 	 0.49875 	 -1.53125 	23.7 	
-18 	 -37 	 1038 	-1 	 -2 	 87 	-0.4375 	 0.4375 	 0.525 	23.7 	
-6 	 -40 	 1021 	0 	 -2 	 87 	0.42 	 0.91875 	 2.42375 	23.7 	
10 	 -43 	 1001 	0 	 -2 	 87 	-0.18375 	 0.63875 	 2.9575 	23.7 	
18 	 -69 	 1039 	1 	 -3 	 86 	-0.27125 	 0.56 	 1.95125 	23.7 	
10 	 -19 	 1013 	0 	 -1 	 88 	0.04375 	 0.58625 	 -0.35 	23.7 	
-37 	 39 	 1016 	-2 	 2 	 87 	-0.16625 	 0.42 	 -1.51375 	23.7 	
-61 	 5 	 1020 	-3 	 0 	 86 	0.0175 	 0.58625 	 0.81375 	23.6 	
-60 	 -18 	 1010 	-3 	 -1 	 86 	0.18375 	 0.525 	 4.82125 	23.6 	
-68 	 4 	 1022 	-3 	 0 	 86 	-0.21 	 0.72625 	 9.205 	23.7 	
-55 	 27 	 1012 	-3 	 1 	 86 	-0.14875 	 0.7875 	 14.2625 	23.7 	
-23 	 18 	 1019 	-1 	 1 	 88 	-0.39375 	 0.90125 	 17.6925 	23.7 	
20 	 52 	 1021 	1 	 2 	 87 	0.02625 	 0.91 	 17.7625 	23.7 	
10 	 73 	 1000 	0 	 4 	 85 	-0.6125 	 0.77 	 14.1838 	23.7 	
27 	 29 	 1037 	1 	 1 	 88 	-0.6475 	 0.8225 	 11.13 	23.7 	
24 	 18 	 989 	1 	 1 	 88 	-0.09625 	 0.81375 	 7.53375 	23.7 	
25 	 -35 	 1052 	1 	 -1 	 88 	-0.3675 	 0.48125 	 4.17375 	23.7 	
22 	 -26 	 990 	1 	 -1 	 88 	-0.34125 	 0.525 	 1.65375 	23.6 	
9 	 -41 	 1034 	0 	 -2 	 87 	0.00875 	 0.70875 	 0.00875 	23.6 	
6 	 -45 	 1005 	0 	 -2 	 87 	0.3675 	 0.65625 	 -0.175 	23.6 	
-11 	 -28 	 1023 	0 	 -1 	 88 	-0.53375 	 0.4725 	 0.18375 	23.6 	
19 	 -29 	 1021 	1 	 -1 	 88 	0.1925 	 0.67375 	 0.9275 	23.7 	
21 	 7 	 1014 	1 	 0 	 88 	-0.11375 	 0.4025 	 -1.4525 	23.7 	
-11 	 -6 	 1022 	0 	 0 	 89 	-0.14875 	 0.42875 	 -3.31625 	23.6 	
-19 	 -10 	 1014 	-1 	 0 	 88 	-0.39375 	 0.5425 	 -2.70375 	23.6 	
-32 	 -13 	 1024 	-1 	 0 	 88 	-0.385 	 0.53375 	 -1.05 	23.7 	
-24 	 2 	 1004 	-1 	 0 	 88 	-0.25375 	 0.48125 	 1.75875 	23.7 	
0 	 -8 	 1025 	0 	 0 	 90 	-0.16625 	 0.5425 	 2.7125 	23.7 	
0 	 15 	 1016 	0 	 0 	 90 	-0.1225 	 0.53375 	 1.085 	23.7 	
-1 	 25 	 1019 	0 	 1 	 88 	-0.0175 	 0.55125 	 -0.7525 	23.6 	
-13 	 42 	 1005 	0 	 2 	 87 	-0.18375 	 0.455 	 -2.03 	23.6 	
-23 	 38 	 1017 	-1 	 2 	 87 	-0.46375 	 0.41125 	 -2.12625 	23.7 	
-26 	 25 	 1025 	-1 	 1 	 88 	-0.5075 	 0.41125 	 -1.02375 	23.7 	
-19 	 35 	 1015 	-1 	 1 	 88 	-0.21875 	 0.56875 	 0.79625 	23.6 	
0 	 43 	 1015 	0 	 2 	 87 	-0.0525 	 0.5425 	 1.2425 	23.6 	
-10 	 26 	 1013 	0 	 1 	 88 	-0.0875 	 0.60375 	 0.0175 	23.6 	
-4 	 -16 	 1028 	0 	 0 	 90 	0.2275 	 0.665 	 -0.42 	23.6 	
-8 	 -26 	 1000 	0 	 -1 	 88 	0.07875 	 0.56 	 -0.525 	23.6 	
-18 	 -26 	 1031 	-1 	 -1 	 88 	0.02625 	 0.70875 	 0.91875 	23.6 	
-23 	 -12 	 1017 	-1 	 0 	 88 	-0.09625 	 0.77 	 3.5875 	23.6 	
-22 	 9 	 1009 	-1 	 0 	 88 	0.14875 	 0.6475 	 5.83625 	23.6 	
-20 	 12 	 1020 	-1 	 0 	 88 	-0.37625 	 0.67375 	 7.69125 	23.6 	
-10 	 31 	 1023 	0 	 1 	 88 	-0.00875 	 0.58625 	 8.4 	23.6 	
-10 	 46 	 1006 	0 	 2 	 87 	-0.21875 	 0.67375 	 7.84875 	23.6 	
11 	 35 	 1029 	0 	 1 	 88 	-0.04375 	 0.595 	 6.51875 	23.6 	
7 	 62 	 1008 	0 	 3 	 86 	-0.105 	 0.58625 	 2.91375 	23.7 	
4 	 54 	 1009 	0 	 3 	 86 	-0.13125 	 0.51625 	 -0.4725 	23.7 	
-1 	 26 	 1026 	0 	 1 	 88 	-0.1925 	 0.595 	 -2.94 	23.7 	
-4 	 9 	 1020 	0 	 0 	 90 	-0.44625 	 0.49 	 -4.69 	23.7 	
-24 	 -5 	 1004 	-1 	 0 	 88 	0.175 	 0.51625 	 -4.96125 	23.6 	
-28 	 -5 	 1030 	-1 	 0 	 88 	0.02625 	 0.46375 	 -3.00125 	23.6 	
-15 	 12 	 1014 	0 	 0 	 89 	-0.07875 	 0.595 	 -0.21875 	23.7 	
-13 	 42 	 998 	0 	 2 	 87 	-0.3325 	 0.56875 	 1.3825 	23.7 	
-10 	 15 	 1027 	0 	 0 	 89 	-0.55125 	 0.7175 	 2.87 	23.7 	
5 	 -13 	 1010 	0 	 0 	 90 	-0.07 	 0.37625 	 3.87625 	23.7 	
22 	 -23 	 1037 	1 	 -1 	 88 	-0.2275 	 0.69125 	 3.22875 	23.7 	
5 	 1 	 1011 	0 	 0 	 90 	-0.1925 	 0.665 	 1.16375 	23.7 	
-1 	 -15 	 1024 	0 	 0 	 90 	-0.2625 	 0.4725 	 0.34125 	23.7 	
0 	 -5 	 1004 	0 	 0 	 90 	-0.245 	 0.595 	 -0.06125 	23.7 	
-9 	 -24 	 1037 	0 	 -1 	 88 	-0.245 	 0.53375 	 -0.2625 	23.7 	
0 	 23 	 1006 	0 	 1 	 88 	-0.00875 	 0.60375 	 0.0525 	23.7 	
5 	 26 	 1012 	0 	 1 	 88 	-0.4725 	 0.5775 	 -0.5425 	23.7 	
0 	 23 	 1026 	0 	 1 	 88 	-0.35 	 0.49 	 -1.79375 	23.7 	
-8 	 9 	 1008 	0 	 0 	 89 	-0.27125 	 0.3675 	 -2.35375 	23.7 	
-16 	 -2 	 1027 	0 	 0 	 89 	-0.41125 	 0.42 	 -1.70625 	23.7 	
-18 	 -6 	 1005 	-1 	 0 	 88 	-0.8575 	 0.5075 	 -0.0875 	23.7 	
-11 	 0 	 1030 	0 	 0 	 89 	-0.06125 	 0.55125 	 1.47 	23.7 	
